"raceId","driverId","pitStop_stopNum","pitStop_lap","pitStop_timeOfDay","pitStop_durationMillisec","pitStop_totalStops","pitStop_avgDuration"
841,1,1,16,"17:28:24",23227,2,23213
841,1,2,36,"17:59:29",23199,2,23213
841,2,1,15,"17:27:41",22994,2,24046
841,2,2,30,"17:51:32",25098,2,24046
841,3,1,16,"17:29:00",23716,1,23716
841,4,1,12,"17:22:34",23251,3,24055
841,4,2,27,"17:46:04",24733,3,24055
841,4,3,42,"18:09:08",24181,3,24055
841,5,1,17,"17:31:11",24865,1,24865
841,10,1,18,"17:33:02",23792,1,23792
841,13,1,13,"17:24:10",23842,3,24145
841,13,2,31,"17:52:28",24500,3,24145
841,13,3,48,"18:18:54",24095,3,24145
841,15,1,16,"17:29:49",24899,2,24873
841,15,2,37,"18:03:55",24848,2,24873
841,16,1,16,"17:29:08",25978,2,24924
841,16,2,37,"18:02:15",23871,2,24924
841,17,1,11,"17:20:48",23426,3,24058
841,17,2,26,"17:44:29",22520,3,24058
841,17,3,41,"18:07:37",26230,3,24058
841,18,1,17,"17:30:24",16867,3,20950
841,18,2,19,"17:33:53",23303,3,20950
841,18,3,37,"18:01:49",22681,3,20950
841,20,1,14,"17:25:17",22603,2,23319
841,20,2,36,"17:59:17",24036,2,23319
841,22,1,13,"17:24:29",23643,4,26175
841,22,2,23,"17:40:45",37856,4,26175
841,22,3,28,"17:49:07",16892,4,26175
841,22,4,40,"18:08:03",26309,4,26175
841,30,1,1,"17:05:52",25021,2,24504
841,30,2,17,"17:32:08",23988,2,24504
841,67,1,15,"17:27:34",25342,2,24221
841,67,2,29,"17:49:47",23100,2,24221
841,153,1,1,"17:05:23",26898,3,25903
841,153,2,17,"17:31:06",24463,3,25903
841,153,3,35,"17:59:45",26348,3,25903
841,155,1,16,"17:29:06",24064,2,24128
841,155,2,32,"17:54:21",24192,2,24128
841,808,1,16,"17:28:39",24535,2,25109
841,808,2,36,"17:59:47",25683,2,25109
841,814,1,14,"17:26:03",24863,2,24597
841,814,2,36,"18:00:48",24332,2,24597
841,815,1,23,"17:40:27",23438,1,23438
841,816,1,14,"17:26:50",25259,2,25852
841,816,2,38,"18:06:53",26446,2,25852
842,1,1,12,"16:24:40",22552,4,23252
842,1,2,24,"16:45:48",22611,4,23252
842,1,3,37,"17:08:28",25382,4,23252
842,1,4,52,"17:34:48",22466,4,23252
842,2,1,13,"16:26:28",23900,3,23241
842,2,2,26,"16:49:31",23221,3,23241
842,2,3,39,"17:12:09",22602,3,23241
842,3,1,15,"16:30:37",24967,3,23356
842,3,2,29,"16:55:28",22577,3,23356
842,3,3,40,"17:15:05",22526,3,23356
842,4,1,14,"16:28:15",23152,4,24510
842,4,2,26,"16:49:19",23894,4,24510
842,4,3,41,"17:15:25",23812,4,24510
842,4,4,46,"17:24:24",27182,4,24510
842,5,1,15,"16:30:37",29084,2,26210
842,5,2,34,"17:04:41",23336,2,26210
842,10,1,17,"16:34:28",24617,2,24523
842,10,2,34,"17:05:19",24429,2,24523
842,13,1,13,"16:26:30",29224,3,24886
842,13,2,27,"16:51:17",22541,3,24886
842,13,3,38,"17:10:28",22893,3,24886
842,15,1,13,"16:27:03",25516,1,25516
842,16,1,3,"16:09:07",31694,3,25430
842,16,2,16,"16:32:31",22046,3,25430
842,16,3,32,"17:00:56",22550,3,25430
842,17,1,10,"16:21:21",22572,4,22198
842,17,2,22,"16:42:37",21991,4,22198
842,17,3,32,"17:00:01",22069,4,22198
842,17,4,43,"17:19:10",22161,4,22198
842,18,1,13,"16:26:29",22400,3,22451
842,18,2,23,"16:44:11",22471,3,22451
842,18,3,38,"17:10:13",22483,3,22451
842,20,1,13,"16:26:17",23019,3,22408
842,20,2,25,"16:47:27",21893,3,22408
842,20,3,41,"17:15:08",22313,3,22408
842,22,1,3,"16:10:04",32978,2,28740
842,22,2,17,"16:35:41",24502,2,28740
842,24,1,17,"16:34:56",27815,3,31064
842,24,2,38,"17:13:32",26554,3,31064
842,24,3,44,"17:25:07",38823,3,31064
842,30,1,14,"16:28:34",22576,3,22354
842,30,2,28,"16:53:26",22261,3,22354
842,30,3,42,"17:18:08",22227,3,22354
842,67,1,15,"16:30:23",23280,3,26854
842,67,2,20,"16:39:30",29843,3,26854
842,67,3,32,"17:01:03",27439,3,26854
842,153,1,16,"16:32:25",23584,2,23236
842,153,2,32,"17:00:55",22888,2,23236
842,155,1,17,"16:33:53",23280,2,23361
842,155,2,36,"17:07:26",23442,2,23361
842,808,1,15,"16:30:10",23182,3,24852
842,808,2,27,"16:51:25",22680,3,24852
842,808,3,44,"17:21:08",28694,3,24852
842,814,1,11,"16:23:16",22773,3,23056
842,814,2,24,"16:46:20",22419,3,23056
842,814,3,37,"17:09:21",23977,3,23056
842,815,1,17,"16:34:14",23597,1,23597
842,816,1,17,"16:34:39",26252,2,25334
842,816,2,35,"17:07:20",24416,2,25334
843,1,1,15,"15:29:49",20878,3,20659
843,1,2,25,"15:47:20",20533,3,20659
843,1,3,38,"16:09:38",20567,3,20659
843,2,1,18,"15:35:28",22216,2,22018
843,2,2,30,"15:56:29",21821,2,22018
843,3,1,12,"15:24:32",20771,3,21165
843,3,2,25,"15:47:13",22005,3,21165
843,3,3,39,"16:11:19",20720,3,21165
843,4,1,16,"15:31:34",22524,2,21887
843,4,2,32,"15:59:39",21251,2,21887
843,5,1,19,"15:37:31",22485,2,22187
843,5,2,40,"16:14:27",21890,2,22187
843,10,1,16,"15:32:33",22683,3,26139
843,10,2,28,"15:54:22",21908,3,26139
843,10,3,39,"16:14:17",33827,3,26139
843,13,1,15,"15:29:47",21624,2,21396
843,13,2,33,"16:01:04",21168,2,21396
843,15,1,20,"15:39:24",23029,2,22644
843,15,2,42,"16:18:14",22260,2,22644
843,16,1,15,"15:30:01",20989,3,23585
843,16,2,30,"15:56:26",21058,3,23585
843,16,3,47,"16:26:24",28708,3,23585
843,17,1,10,"15:21:27",23442,3,21888
843,17,2,25,"15:47:44",21132,3,21888
843,17,3,40,"16:13:29",21091,3,21888
843,18,1,14,"15:27:59",23779,3,21924
843,18,2,24,"15:45:35",20758,3,21924
843,18,3,37,"16:08:00",21237,3,21924
843,20,1,14,"15:28:00",21995,2,21764
843,20,2,31,"15:57:37",21533,2,21764
843,22,1,16,"15:32:01",21709,2,21595
843,22,2,35,"16:05:24",21481,2,21595
843,24,1,9,"15:20:00",14160,3,20708
843,24,2,21,"15:42:05",24467,3,20708
843,24,3,45,"16:25:39",23499,3,20708
843,30,1,10,"15:21:12",20522,3,21295
843,30,2,26,"15:49:15",21964,3,21295
843,30,3,39,"16:11:49",21400,3,21295
843,39,1,23,"15:45:28",26049,1,26049
843,67,1,12,"15:24:56",22010,3,22886
843,67,2,16,"15:32:19",24722,3,22886
843,67,3,33,"16:02:13",21928,3,22886
843,153,1,9,"15:19:36",22419,1,22419
843,155,1,14,"15:28:17",21855,2,21895
843,155,2,30,"15:56:28",21936,2,21895
843,808,1,17,"15:33:36",21981,2,21993
843,808,2,37,"16:08:34",22005,2,21993
843,813,1,10,"15:21:35",23160,3,24280
843,813,2,25,"15:48:09",22062,3,24280
843,813,3,40,"16:14:36",27620,3,24280
843,814,1,11,"15:22:57",21989,2,21603
843,814,2,32,"15:59:51",21218,2,21603
843,815,1,16,"15:31:55",21473,4,21903
843,815,2,36,"16:06:55",23397,4,21903
843,815,3,48,"16:28:01",13900,4,21903
843,815,4,50,"16:31:39",28845,4,21903
843,816,1,20,"15:39:50",22901,2,22851
843,816,2,34,"16:05:10",22802,2,22851
844,1,1,9,"15:17:38",20833,4,24909
844,1,2,20,"15:35:09",21075,4,24909
844,1,3,34,"15:57:04",35688,4,24909
844,1,4,46,"16:15:51",22041,4,24909
844,2,1,10,"15:19:16",22300,4,21743
844,2,2,22,"15:38:25",21919,4,21743
844,2,3,36,"16:00:31",20872,4,21743
844,2,4,46,"16:16:10",21884,4,21743
844,3,1,10,"15:19:09",22573,4,21189
844,3,2,22,"15:38:24",20927,4,21189
844,3,3,33,"15:55:49",20949,4,21189
844,3,4,44,"16:12:55",20308,4,21189
844,4,1,10,"15:19:05",21308,4,21530
844,4,2,23,"15:39:35",21732,4,21530
844,4,3,36,"15:59:49",21702,4,21530
844,4,4,46,"16:15:17",21379,4,21530
844,5,1,15,"15:27:42",22854,3,22533
844,5,2,31,"15:53:27",21633,3,22533
844,5,3,53,"16:28:36",23114,3,22533
844,13,1,9,"15:17:37",22022,4,23375
844,13,2,23,"15:39:58",21322,4,23375
844,13,3,34,"15:57:22",23471,4,23375
844,13,4,46,"16:16:13",26685,4,23375
844,15,1,13,"15:24:28",23066,3,22715
844,15,2,25,"15:43:47",22862,3,22715
844,15,3,39,"16:06:10",22219,3,22715
844,16,1,10,"15:19:22",21649,3,21246
844,16,2,25,"15:43:21",21084,3,21246
844,16,3,40,"16:07:05",21006,3,21246
844,17,1,10,"15:19:04",21050,4,21100
844,17,2,21,"15:36:27",20421,4,21100
844,17,3,35,"15:58:20",20843,4,21100
844,17,4,45,"16:13:49",22087,4,21100
844,18,1,13,"15:23:57",21368,3,21808
844,18,2,26,"15:44:37",22639,3,21808
844,18,3,39,"16:05:05",21417,3,21808
844,20,1,11,"15:20:32",20623,4,20402
844,20,2,25,"15:42:31",20112,4,20402
844,20,3,40,"16:05:46",20385,4,20402
844,20,4,47,"16:16:40",20489,4,20402
844,22,1,10,"15:19:20",22717,3,22424
844,22,2,24,"15:41:43",22868,3,22424
844,22,3,40,"16:07:01",21687,3,22424
844,24,1,15,"15:28:03",24634,4,37493
844,24,2,16,"15:30:57",56611,4,37493
844,24,3,35,"16:02:57",25125,4,37493
844,24,4,37,"16:07:22",43603,4,37493
844,30,1,2,"15:06:35",30182,4,23016
844,30,2,14,"15:26:02",20907,4,23016
844,30,3,30,"15:51:13",20379,4,23016
844,30,4,45,"16:14:46",20597,4,23016
844,39,1,14,"15:26:26",27353,3,25596
844,39,2,27,"15:47:59",24962,3,25596
844,39,3,45,"16:17:26",24474,3,25596
844,67,1,9,"15:17:47",21769,3,21976
844,67,2,23,"15:40:07",22128,3,21976
844,67,3,40,"16:06:48",22032,3,21976
844,153,1,13,"15:24:25",22713,4,22114
844,153,2,29,"15:49:46",21826,4,22114
844,153,3,39,"16:05:31",21986,4,22114
844,153,4,55,"16:30:31",21931,4,22114
844,155,1,13,"15:24:09",21820,3,22577
844,155,2,23,"15:40:15",23455,3,22577
844,155,3,38,"16:03:58",22456,3,22577
844,808,1,8,"15:16:06",21422,4,21561
844,808,2,19,"15:33:42",21323,4,21561
844,808,3,34,"15:57:21",21838,4,21561
844,808,4,45,"16:14:37",21662,4,21561
844,813,1,11,"15:21:09",23881,4,20547
844,813,2,25,"15:43:41",22555,4,20547
844,813,3,41,"16:09:04",21827,4,20547
844,813,4,45,"16:15:30",13925,4,20547
844,814,1,11,"15:21:00",20775,4,20998
844,814,2,24,"15:41:50",20930,4,20998
844,814,3,32,"15:54:38",20887,4,20998
844,814,4,44,"16:13:28",21403,4,20998
844,815,1,1,"15:05:18",29270,4,24061
844,815,2,16,"15:29:30",22895,4,24061
844,815,3,32,"15:54:42",22365,4,24061
844,815,4,42,"16:10:21",21715,4,24061
844,816,1,16,"15:29:37",22779,2,23808
844,816,2,33,"15:57:20",24837,2,23808
845,1,1,11,"14:19:57",19761,4,20364
845,1,2,23,"14:38:08",20235,4,20364
845,1,3,35,"14:56:14",20473,4,20364
845,1,4,49,"15:17:11",20988,4,20364
845,2,1,21,"14:36:21",21322,3,21357
845,2,2,36,"14:59:22",21953,3,21357
845,2,3,50,"15:20:32",20796,3,21357
845,3,1,11,"14:20:17",20647,3,20192
845,3,2,27,"14:45:01",19534,3,20192
845,3,3,42,"15:07:53",20395,3,20192
845,4,1,10,"14:18:23",20567,4,20480
845,4,2,19,"14:32:13",20238,4,20480
845,4,3,29,"14:47:26",20738,4,20480
845,4,4,39,"15:02:54",20380,4,20480
845,5,1,16,"14:28:30",21019,3,21631
845,5,2,28,"14:47:28",20807,3,21631
845,5,3,41,"15:07:42",23068,3,21631
845,10,1,16,"14:29:00",22744,3,21848
845,10,2,38,"15:03:54",21632,3,21848
845,10,3,53,"15:27:29",21170,3,21848
845,13,1,11,"14:20:19",20800,3,21618
845,13,2,21,"14:35:51",21635,3,21618
845,13,3,36,"14:58:48",22419,3,21618
845,15,1,15,"14:26:50",22364,3,22362
845,15,2,29,"14:48:41",21723,3,22362
845,15,3,43,"15:10:27",23001,3,22362
845,16,1,13,"14:23:57",20773,3,21423
845,16,2,30,"14:50:19",20267,3,21423
845,16,3,48,"15:17:54",23230,3,21423
845,17,1,10,"14:18:27",20881,4,20305
845,17,2,19,"14:32:16",20079,4,20305
845,17,3,29,"14:47:27",20279,4,20305
845,17,4,47,"15:14:50",19984,4,20305
845,18,1,14,"14:24:51",20015,3,20295
845,18,2,30,"14:49:06",20763,3,20295
845,18,3,48,"15:16:10",20107,3,20295
845,20,1,9,"14:16:54",20253,4,20214
845,20,2,18,"14:30:44",19887,4,20214
845,20,3,34,"14:54:42",20426,4,20214
845,20,4,48,"15:15:41",20292,4,20214
845,22,1,11,"14:20:48",29936,4,23112
845,22,2,23,"14:39:40",21226,4,23112
845,22,3,35,"14:58:09",20650,4,23112
845,22,4,54,"15:27:32",20637,4,23112
845,24,1,16,"14:28:55",23157,1,23157
845,30,1,10,"14:18:43",20084,3,20340
845,30,2,26,"14:43:25",20487,3,20340
845,30,3,41,"15:06:21",20451,3,20340
845,39,1,14,"14:25:56",24843,3,24529
845,39,2,28,"14:48:52",24448,3,24529
845,39,3,47,"15:19:38",24298,3,24529
845,67,1,9,"14:17:17",20818,3,22127
845,67,2,25,"14:42:10",24745,3,22127
845,67,3,42,"15:08:31",20819,3,22127
845,153,1,11,"14:20:28",20741,4,21443
845,153,2,24,"14:40:47",20872,4,21443
845,153,3,36,"14:59:25",21019,4,21443
845,153,4,50,"15:21:09",23143,4,21443
845,155,1,1,"14:05:11",24871,3,22166
845,155,2,25,"14:42:46",21128,3,22166
845,155,3,44,"15:11:40",20500,3,22166
845,808,1,11,"14:20:14",21856,3,22609
845,808,2,26,"14:43:33",24232,3,22609
845,808,3,41,"15:06:36",21739,3,22609
845,813,1,8,"14:15:48",22689,4,22790
845,813,2,20,"14:34:36",24821,4,22790
845,813,3,36,"14:59:14",21574,4,22790
845,813,4,53,"15:25:26",22077,4,22790
845,814,1,15,"14:26:40",20070,3,20256
845,814,2,32,"14:53:02",20126,3,20256
845,814,3,51,"15:22:03",20573,3,20256
845,815,1,7,"14:14:14",23592,3,22188
845,815,2,29,"14:48:40",21143,3,22188
845,815,3,47,"15:16:00",21829,3,22188
845,816,1,17,"14:30:41",23176,3,22622
845,816,2,34,"14:58:05",22982,3,22622
845,816,3,49,"15:21:44",21708,3,22622
846,1,1,22,"14:33:00",31445,3,25923
846,1,2,43,"15:03:45",19347,3,25923
846,1,3,49,"15:12:04",26977,3,25923
846,2,1,33,"14:48:15",25851,2,26066
846,2,2,69,"15:40:13",26281,2,26066
846,3,1,15,"14:23:33",25189,3,25205
846,3,2,33,"14:48:50",25310,3,25205
846,3,3,53,"15:18:33",25116,3,25205
846,4,1,17,"14:25:41",25352,2,28367
846,4,2,34,"14:48:45",31382,2,28367
846,5,1,19,"14:29:21",26477,2,26177
846,5,2,52,"15:17:38",25878,2,26177
846,10,1,22,"14:33:33",26827,1,26827
846,13,1,26,"14:38:20",26615,1,26615
846,15,1,24,"14:36:13",25595,2,25830
846,15,2,46,"15:09:08",26065,2,25830
846,16,1,34,"14:49:51",25037,2,26458
846,16,2,68,"15:37:52",27879,2,26458
846,17,1,16,"14:24:32",37735,2,32002
846,17,2,55,"15:19:56",26269,2,32002
846,18,1,15,"14:22:57",25280,3,25457
846,18,2,33,"14:46:57",26421,3,25457
846,18,3,48,"15:09:55",24670,3,25457
846,20,1,16,"14:24:15",28536,1,28536
846,22,1,32,"14:46:47",25921,2,25798
846,22,2,68,"15:38:54",25675,2,25798
846,24,1,32,"14:49:02",28298,1,28298
846,30,1,12,"14:19:30",35084,1,35084
846,39,1,25,"14:38:46",28325,2,34121
846,39,2,33,"14:51:08",39917,2,34121
846,67,1,33,"14:48:16",26073,2,25559
846,67,2,62,"15:30:24",25045,2,25559
846,153,1,29,"14:43:07",25907,2,26728
846,153,2,56,"15:22:30",27550,2,26728
846,155,1,34,"14:49:49",28642,1,28642
846,808,1,28,"14:41:17",28856,1,28856
846,813,1,25,"14:37:09",26468,2,26077
846,813,2,54,"15:18:38",25687,2,26077
846,814,1,20,"14:30:24",24970,3,30518
846,814,2,27,"14:40:23",19360,3,30518
846,814,3,32,"14:47:35",47226,3,30518
846,816,1,33,"14:49:39",27577,2,27020
846,816,2,63,"15:33:21",26464,2,27020
847,2,1,35,"16:10:18",23113,2,23238
847,2,2,52,"16:37:57",23364,2,23238
847,3,1,17,"13:31:28",23105,4,22882
847,3,2,19,"13:35:10",22986,4,22882
847,3,3,36,"16:11:57",22735,4,22882
847,3,4,53,"16:39:36",22702,4,22882
847,4,1,17,"13:31:21",23893,3,25456
847,4,2,19,"13:34:54",26348,3,25456
847,4,3,36,"16:11:54",26129,3,25456
847,5,1,19,"13:35:26",44037,1,44037
847,10,1,34,"16:08:50",24425,2,24752
847,10,2,51,"16:37:16",25079,2,24752
847,13,1,21,"13:38:09",24886,4,24633
847,13,2,36,"16:11:50",22742,4,24633
847,13,3,52,"16:37:52",22560,4,24633
847,13,4,53,"16:39:50",28346,4,24633
847,15,1,19,"13:35:28",51684,3,33385
847,15,2,36,"16:12:14",23332,3,33385
847,15,3,52,"16:38:45",25140,3,33385
847,16,1,16,"13:30:09",24052,4,23497
847,16,2,34,"16:08:49",22923,4,23497
847,16,3,45,"16:27:43",14565,4,23497
847,16,4,49,"16:33:51",32449,4,23497
847,17,1,20,"13:36:40",29546,3,24906
847,17,2,36,"16:11:53",22402,3,24906
847,17,3,50,"16:35:03",22770,3,24906
847,18,1,8,"13:15:11",23650,6,23511
847,18,2,13,"13:25:10",14501,6,23511
847,18,3,19,"13:35:02",23868,6,23511
847,18,4,35,"16:10:22",23589,6,23511
847,18,5,37,"16:14:55",31718,6,23511
847,18,6,51,"16:36:41",23741,6,23511
847,20,1,20,"13:36:13",23872,3,23118
847,20,2,37,"16:13:21",22958,3,23118
847,20,3,53,"16:39:07",22526,3,23118
847,22,1,15,"13:28:31",23305,4,24028
847,22,2,19,"13:35:21",25066,4,24028
847,22,3,34,"16:08:51",24684,4,24028
847,22,4,50,"16:35:12",23059,4,24028
847,24,1,9,"13:17:25",27202,3,31792
847,24,2,35,"16:10:48",34897,3,31792
847,24,3,52,"16:39:20",33278,3,31792
847,30,1,18,"13:33:04",24472,4,23592
847,30,2,21,"13:38:51",24196,4,23592
847,30,3,34,"16:08:48",22832,4,23592
847,30,4,52,"16:37:50",22869,4,23592
847,37,1,35,"16:10:23",30288,2,27163
847,37,2,52,"16:38:22",24039,2,27163
847,39,1,37,"16:14:01",29115,2,29327
847,39,2,51,"16:37:38",29540,2,29327
847,67,1,17,"13:31:50",23949,4,24782
847,67,2,20,"13:37:27",24649,4,24782
847,67,3,34,"16:08:53",23970,4,24782
847,67,4,50,"16:35:23",26561,4,24782
847,153,1,19,"13:35:14",26045,3,24748
847,153,2,35,"16:10:26",24863,3,24748
847,153,3,51,"16:36:45",23338,3,24748
847,155,1,36,"16:11:49",23687,2,24152
847,155,2,53,"16:39:22",24618,2,24152
847,808,1,36,"16:11:52",23816,2,23980
847,808,2,53,"16:39:31",24145,2,23980
847,813,1,17,"13:31:45",23571,5,25501
847,813,2,19,"13:35:30",24943,5,25501
847,813,3,35,"16:10:29",23593,5,25501
847,813,4,51,"16:36:46",23700,5,25501
847,813,5,61,"16:53:19",31701,5,25501
847,814,1,35,"16:10:20",22479,4,22194
847,814,2,43,"16:24:38",28630,4,22194
847,814,3,50,"16:35:33",14538,4,22194
847,814,4,53,"16:40:04",23129,4,22194
847,816,1,17,"13:32:07",24143,5,24909
847,816,2,23,"13:43:32",30497,5,24909
847,816,3,33,"16:07:00",24655,5,24909
847,816,4,36,"16:12:15",14538,5,24909
847,816,5,52,"16:38:56",30714,5,24909
848,1,1,12,"14:24:49",20340,3,20529
848,1,2,24,"14:46:06",21035,3,20529
848,1,3,42,"15:17:41",20212,3,20529
848,2,1,11,"14:23:23",22114,3,21957
848,2,2,27,"14:52:04",22285,3,21957
848,2,3,40,"15:15:10",21472,3,21957
848,3,1,12,"14:25:02",21054,3,21832
848,3,2,30,"14:57:07",23547,3,21832
848,3,3,45,"15:23:36",20896,3,21832
848,4,1,14,"14:28:15",21477,3,20721
848,4,2,29,"14:54:36",20551,3,20721
848,4,3,45,"15:22:21",20136,3,20721
848,5,1,14,"14:29:11",23241,3,22333
848,5,2,26,"14:51:06",21126,3,22333
848,5,3,42,"15:19:57",22632,3,22333
848,10,1,17,"14:34:56",21900,2,21965
848,10,2,42,"15:20:26",22030,2,21965
848,13,1,15,"14:30:07",20718,3,22219
848,13,2,31,"14:58:23",25537,3,22219
848,13,3,48,"15:28:09",20404,3,22219
848,15,1,18,"14:36:30",23327,2,22729
848,15,2,34,"15:05:36",22131,2,22729
848,16,1,12,"14:25:09",20676,3,20666
848,16,2,28,"14:53:47",20286,3,20666
848,16,3,43,"15:20:21",21036,3,20666
848,17,1,13,"14:26:28",20465,3,20383
848,17,2,28,"14:52:53",20319,3,20383
848,17,3,42,"15:17:11",20367,3,20383
848,18,1,14,"14:28:31",20997,3,20600
848,18,2,30,"14:56:46",20325,3,20600
848,18,3,48,"15:28:21",20479,3,20600
848,20,1,14,"14:28:11",21006,3,20592
848,20,2,30,"14:56:16",20441,3,20592
848,20,3,47,"15:25:39",20331,3,20592
848,22,1,11,"14:23:27",21163,3,21237
848,22,2,28,"14:53:53",21262,3,21237
848,22,3,40,"15:15:16",21286,3,21237
848,24,1,15,"14:31:23",24459,3,23153
848,24,2,28,"14:55:33",22766,3,23153
848,24,3,43,"15:23:02",22235,3,23153
848,30,1,14,"14:28:40",21201,3,24344
848,30,2,15,"14:30:59",30665,3,24344
848,30,3,31,"14:59:40",21168,3,24344
848,39,1,14,"14:29:43",28030,3,26254
848,39,2,29,"14:58:17",24675,3,26254
848,39,3,44,"15:26:13",26059,3,26254
848,67,1,14,"14:28:54",21321,3,20925
848,67,2,26,"14:50:28",20460,3,20925
848,67,3,45,"15:24:07",20995,3,20925
848,153,1,19,"14:37:50",21391,2,21247
848,153,2,42,"15:18:33",21103,2,21247
848,155,1,11,"14:23:29",23492,2,22018
848,155,2,33,"15:03:14",20545,2,22018
848,808,1,15,"14:30:49",22104,3,21459
848,808,2,27,"14:52:26",21168,3,21459
848,808,3,39,"15:13:41",21105,3,21459
848,813,1,10,"14:22:02",21301,3,21532
848,813,2,28,"14:54:30",21805,3,21532
848,813,3,44,"15:23:06",21490,3,21532
848,814,1,14,"14:28:51",20567,3,20818
848,814,2,27,"14:52:08",20818,3,20818
848,814,3,44,"15:22:18",21069,3,20818
848,815,1,25,"14:48:56",21939,1,21939
848,816,1,18,"14:36:56",21943,2,22096
848,816,2,37,"15:11:48",22250,2,22096
849,1,1,12,"13:25:49",25100,3,24168
849,1,2,24,"13:46:21",24065,3,24168
849,1,3,37,"14:07:50",23340,3,24168
849,2,1,10,"13:22:37",24716,2,24575
849,2,2,30,"13:57:06",24434,2,24575
849,3,1,12,"13:26:12",24722,2,24560
849,3,2,30,"13:56:50",24399,2,24560
849,4,1,12,"13:25:42",26566,3,24671
849,4,2,27,"13:51:15",23974,3,24671
849,4,3,39,"14:10:50",23474,3,24671
849,10,1,11,"13:24:52",25416,2,25187
849,10,2,30,"13:58:43",24959,2,25187
849,13,1,13,"13:27:39",24159,3,23775
849,13,2,26,"13:49:48",23929,3,23775
849,13,3,41,"14:14:35",23238,3,23775
849,16,1,11,"13:24:13",25737,3,25684
849,16,2,25,"13:48:32",24077,3,25684
849,16,3,40,"14:13:32",27240,3,25684
849,17,1,12,"13:25:41",23973,3,24416
849,17,2,26,"13:49:36",25490,3,24416
849,17,3,38,"14:09:30",23785,3,24416
849,18,1,11,"13:24:05",25070,3,24216
849,18,2,26,"13:49:45",24287,3,24216
849,18,3,39,"14:11:08",23292,3,24216
849,20,1,13,"13:27:22",24818,3,26504
849,20,2,27,"13:51:10",31558,3,26504
849,20,3,36,"14:06:13",23137,3,26504
849,22,1,11,"13:24:38",25860,2,24907
849,22,2,31,"13:59:02",23955,2,24907
849,24,1,11,"13:25:12",26643,2,26074
849,24,2,31,"14:00:49",25505,2,26074
849,30,1,9,"13:20:38",30242,3,28881
849,30,2,16,"13:33:23",31751,3,28881
849,30,3,31,"13:58:47",24651,3,28881
849,67,1,11,"13:24:30",26279,2,25449
849,67,2,25,"13:48:50",24620,2,25449
849,153,1,12,"13:26:20",24719,2,24407
849,153,2,31,"13:58:46",24095,2,24407
849,155,1,11,"13:24:19",28448,2,29999
849,155,2,20,"13:40:27",31551,2,29999
849,808,1,11,"13:24:37",24880,2,24526
849,808,2,38,"14:10:21",24172,2,24526
849,813,1,11,"13:24:27",26238,3,24793
849,813,2,24,"13:47:12",24272,3,24793
849,813,3,35,"14:05:42",23869,3,24793
849,814,1,12,"13:26:02",26612,3,34458
849,814,2,24,"13:46:50",45291,3,34458
849,814,3,26,"13:50:52",31471,3,34458
849,815,1,12,"13:26:13",25386,2,25502
849,815,2,32,"14:00:08",25619,2,25502
849,816,1,11,"13:25:14",28742,2,27085
849,816,2,28,"13:55:39",25428,2,27085
849,817,1,12,"13:27:17",25872,2,26407
849,817,2,28,"13:56:23",26942,2,26407
850,1,1,16,"14:29:38",20982,3,20627
850,1,2,31,"14:54:10",20496,3,20627
850,1,3,51,"15:26:17",20403,3,20627
850,3,1,14,"14:26:39",20348,3,20456
850,3,2,36,"15:03:03",20975,3,20456
850,3,3,53,"15:30:50",20047,3,20456
850,4,1,16,"14:29:39",20430,3,20146
850,4,2,32,"14:55:46",20035,3,20146
850,4,3,53,"15:29:30",19975,3,20146
850,5,1,26,"14:47:26",22088,2,21631
850,5,2,50,"15:27:48",21175,2,21631
850,10,1,22,"14:41:05",22252,2,21752
850,10,2,48,"15:25:25",21252,2,21752
850,13,1,17,"14:31:36",20344,3,20810
850,13,2,41,"15:10:46",20185,3,20810
850,13,3,59,"15:39:43",21903,3,20810
850,16,1,22,"14:39:56",20839,2,20859
850,16,2,48,"15:22:30",20879,2,20859
850,17,1,14,"14:26:23",20440,3,20687
850,17,2,30,"14:52:32",21299,3,20687
850,17,3,56,"15:34:20",20324,3,20687
850,18,1,24,"14:43:15",20952,1,20952
850,20,1,16,"14:29:57",20394,3,20259
850,20,2,40,"15:09:11",20274,3,20259
850,20,3,59,"15:39:44",20110,3,20259
850,24,1,20,"14:37:44",22048,1,22048
850,30,1,15,"14:28:22",20768,3,20332
850,30,2,37,"15:04:59",20299,3,20332
850,30,3,56,"15:35:53",19930,3,20332
850,67,1,10,"14:20:28",27301,2,24127
850,67,2,36,"15:04:03",20954,2,24127
850,153,1,23,"14:42:02",21062,2,21375
850,153,2,43,"15:15:07",21689,2,21375
850,155,1,20,"14:36:51",20882,2,21074
850,155,2,48,"15:23:03",21267,2,21074
850,808,1,23,"14:41:53",21449,2,21010
850,808,2,46,"15:19:54",20572,2,21010
850,812,1,10,"14:21:22",31879,3,25556
850,812,2,28,"14:53:09",22331,3,25556
850,812,3,51,"15:32:52",22458,3,25556
850,813,1,15,"14:28:35",21601,2,21329
850,813,2,35,"15:01:53",21057,2,21329
850,814,1,23,"14:42:05",23676,2,23105
850,814,2,51,"15:28:11",22535,2,23105
850,815,1,8,"14:17:05",27247,2,24446
850,815,2,41,"15:11:48",21645,2,24446
850,816,1,24,"14:44:42",20762,2,22175
